date,Assesment_Name,Student_Name,Question_Text,Skill_Name,Subject_Name,question_sequence,level,Score
31-05-2022,A4,S3,Q4,SK9,Physics,1,1,0
31-05-2022,A4,S4,Q4,SK9,Physics,4,1,0
31-05-2022,A4,S5,Q4,SK9,Physics,6,1,0
31-05-2022,A4,S6,Q4,SK9,Physics,7,1,0
31-05-2022,A4,S7,Q4,SK9,Physics,7,1,0
31-05-2022,A4,S8,Q4,SK9,Physics,2,1,1
31-05-2022,A4,S9,Q4,SK9,Physics,9,1,0
31-05-2022,A4,S10,Q4,SK9,Physics,7,1,0
31-05-2022,A4,S1,Q5,SK1,Physics,9,2,0
31-05-2022,A4,S2,Q5,SK1,Physics,5,2,1
31-05-2022,A4,S3,Q5,SK1,Physics,3,2,0
31-05-2022,A4,S4,Q5,SK1,Physics,5,2,1
31-05-2022,A4,S5,Q5,SK1,Physics,5,2,1
31-05-2022,A4,S6,Q5,SK1,Physics,7,2,0
31-05-2022,A4,S7,Q5,SK1,Physics,7,2,1
31-05-2022,A4,S8,Q5,SK1,Physics,1,2,0
31-05-2022,A4,S9,Q5,SK1,Physics,2,2,0
31-05-2022,A4,S10,Q5,SK1,Physics,7,2,1
31-05-2022,A4,S1,Q6,SK4,Physics,6,3,1
31-05-2022,A4,S2,Q6,SK4,Physics,4,3,0
31-05-2022,A4,S3,Q6,SK4,Physics,1,3,0
31-05-2022,A4,S4,Q6,SK4,Physics,3,3,0
31-05-2022,A4,S5,Q6,SK4,Physics,6,3,0
31-05-2022,A4,S6,Q6,SK4,Physics,3,3,1
31-05-2022,A4,S7,Q6,SK4,Physics,10,3,0
31-05-2022,A4,S8,Q6,SK4,Physics,10,3,0
31-05-2022,A4,S9,Q6,SK4,Physics,2,3,1
31-05-2022,A4,S10,Q6,SK4,Physics,9,3,1
31-05-2022,A4,S1,Q7,SK2,Physics,9,1,1
31-05-2022,A4,S2,Q7,SK2,Physics,6,1,0
31-05-2022,A4,S3,Q7,SK2,Physics,9,1,1
31-05-2022,A4,S4,Q7,SK2,Physics,7,1,0
31-05-2022,A4,S5,Q7,SK2,Physics,8,1,0
31-05-2022,A4,S6,Q7,SK2,Physics,6,1,0
31-05-2022,A4,S7,Q7,SK2,Physics,3,1,1
31-05-2022,A4,S8,Q7,SK2,Physics,1,1,0
31-05-2022,A4,S9,Q7,SK2,Physics,6,1,1
31-05-2022,A4,S10,Q7,SK2,Physics,1,1,1
31-05-2022,A4,S1,Q8,SK6,Physics,3,3,1
31-05-2022,A4,S2,Q8,SK6,Physics,5,3,0
31-05-2022,A4,S3,Q8,SK6,Physics,3,3,0
31-05-2022,A4,S4,Q8,SK6,Physics,1,3,1
31-05-2022,A4,S5,Q8,SK6,Physics,8,3,0
31-05-2022,A4,S6,Q8,SK6,Physics,5,3,0
31-05-2022,A4,S7,Q8,SK6,Physics,3,3,0
31-05-2022,A4,S8,Q8,SK6,Physics,8,3,1
31-05-2022,A4,S9,Q8,SK6,Physics,6,3,0
31-05-2022,A4,S10,Q8,SK6,Physics,7,3,0
31-05-2022,A4,S1,Q9,SK10,Physics,3,2,1
31-05-2022,A4,S2,Q9,SK10,Physics,9,2,1
31-05-2022,A4,S3,Q9,SK10,Physics,2,2,1
31-05-2022,A4,S4,Q9,SK10,Physics,10,2,1
31-05-2022,A4,S5,Q9,SK10,Physics,4,2,1
31-05-2022,A4,S6,Q9,SK10,Physics,9,2,0
31-05-2022,A4,S7,Q9,SK10,Physics,4,2,1
31-05-2022,A4,S8,Q9,SK10,Physics,4,2,1
31-05-2022,A4,S9,Q9,SK10,Physics,1,2,1
31-05-2022,A4,S10,Q9,SK10,Physics,2,2,1
31-05-2022,A4,S1,Q10,SK5,Physics,5,3,1
31-05-2022,A4,S2,Q10,SK5,Physics,2,3,1
31-05-2022,A4,S3,Q10,SK5,Physics,10,3,1
31-05-2022,A4,S4,Q10,SK5,Physics,4,3,0
31-05-2022,A4,S5,Q10,SK5,Physics,7,3,1
31-05-2022,A4,S6,Q10,SK5,Physics,2,3,0
31-05-2022,A4,S7,Q10,SK5,Physics,7,3,0
31-05-2022,A4,S8,Q10,SK5,Physics,1,3,0
31-05-2022,A4,S9,Q10,SK5,Physics,2,3,1
31-05-2022,A4,S10,Q10,SK5,Physics,6,3,0
30-06-2022,A5,S1,Q1,SK7,Physics,5,3,0
30-06-2022,A5,S2,Q1,SK7,Physics,2,3,1
30-06-2022,A5,S3,Q1,SK7,Physics,8,3,0
30-06-2022,A5,S4,Q1,SK7,Physics,2,3,1
30-06-2022,A5,S5,Q1,SK7,Physics,5,3,0
30-06-2022,A5,S6,Q1,SK7,Physics,5,3,1
30-06-2022,A5,S7,Q1,SK7,Physics,8,3,1
30-06-2022,A5,S8,Q1,SK7,Physics,1,3,0
30-06-2022,A5,S9,Q1,SK7,Physics,9,3,0
30-06-2022,A5,S10,Q1,SK7,Physics,1,3,0
30-06-2022,A5,S1,Q2,SK9,Physics,8,2,1
30-06-2022,A5,S2,Q2,SK9,Physics,5,2,1
30-06-2022,A5,S3,Q2,SK9,Physics,4,2,0
30-06-2022,A5,S4,Q2,SK9,Physics,2,2,1
30-06-2022,A5,S5,Q2,SK9,Physics,8,2,0
30-06-2022,A5,S6,Q2,SK9,Physics,10,2,0
30-06-2022,A5,S7,Q2,SK9,Physics,5,2,1
30-06-2022,A5,S8,Q2,SK9,Physics,10,2,1
30-06-2022,A5,S9,Q2,SK9,Physics,2,2,0
30-06-2022,A5,S10,Q2,SK9,Physics,7,2,0
30-06-2022,A5,S1,Q3,SK9,Physics,9,1,0
30-06-2022,A5,S2,Q3,SK9,Physics,7,1,0
30-06-2022,A5,S3,Q3,SK9,Physics,6,1,1
30-06-2022,A5,S4,Q3,SK9,Physics,9,1,1
30-06-2022,A5,S5,Q3,SK9,Physics,7,1,1
30-06-2022,A5,S6,Q3,SK9,Physics,6,1,1
30-06-2022,A5,S7,Q3,SK9,Physics,10,1,0
30-06-2022,A5,S8,Q3,SK9,Physics,3,1,1
30-06-2022,A5,S9,Q3,SK9,Physics,2,1,1
30-06-2022,A5,S10,Q3,SK9,Physics,9,1,0
30-06-2022,A5,S1,Q4,SK2,Physics,1,1,0
30-06-2022,A5,S2,Q4,SK2,Physics,4,1,1
30-06-2022,A5,S3,Q4,SK2,Physics,5,1,1
30-06-2022,A5,S4,Q4,SK2,Physics,9,1,0
30-06-2022,A5,S5,Q4,SK2,Physics,7,1,0
30-06-2022,A5,S6,Q4,SK2,Physics,6,1,0
30-06-2022,A5,S7,Q4,SK2,Physics,3,1,0
30-06-2022,A5,S8,Q4,SK2,Physics,5,1,0
30-06-2022,A5,S9,Q4,SK2,Physics,10,1,0
30-06-2022,A5,S10,Q4,SK2,Physics,2,1,1
30-06-2022,A5,S1,Q5,SK6,Physics,3,3,0
30-06-2022,A5,S2,Q5,SK6,Physics,1,3,1
30-06-2022,A5,S3,Q5,SK6,Physics,10,3,1
30-06-2022,A5,S4,Q5,SK6,Physics,7,3,1
30-06-2022,A5,S5,Q5,SK6,Physics,5,3,0
30-06-2022,A5,S6,Q5,SK6,Physics,7,3,1
30-06-2022,A5,S7,Q5,SK6,Physics,1,3,0
30-06-2022,A5,S8,Q5,SK6,Physics,10,3,1
30-06-2022,A5,S9,Q5,SK6,Physics,2,3,1
30-06-2022,A5,S10,Q5,SK6,Physics,5,3,0
30-06-2022,A5,S1,Q6,SK7,Physics,4,1,1
30-06-2022,A5,S2,Q6,SK7,Physics,7,1,1
30-06-2022,A5,S3,Q6,SK7,Physics,3,1,0
30-06-2022,A5,S4,Q6,SK7,Physics,9,1,1
30-06-2022,A5,S5,Q6,SK7,Physics,7,1,1
30-06-2022,A5,S6,Q6,SK7,Physics,8,1,0
30-06-2022,A5,S7,Q6,SK7,Physics,8,1,1
30-06-2022,A5,S8,Q6,SK7,Physics,8,1,0
30-06-2022,A5,S9,Q6,SK7,Physics,2,1,0
30-06-2022,A5,S10,Q6,SK7,Physics,3,1,0
30-06-2022,A5,S1,Q7,SK10,Physics,9,2,1
30-06-2022,A5,S2,Q7,SK10,Physics,6,2,1
30-06-2022,A5,S3,Q7,SK10,Physics,8,2,1
30-06-2022,A5,S4,Q7,SK10,Physics,4,2,1
30-06-2022,A5,S5,Q7,SK10,Physics,1,2,0
30-06-2022,A5,S6,Q7,SK10,Physics,9,2,1
30-06-2022,A5,S7,Q7,SK10,Physics,2,2,0
30-06-2022,A5,S8,Q7,SK10,Physics,2,2,0
30-06-2022,A5,S9,Q7,SK10,Physics,9,2,1
30-06-2022,A5,S10,Q7,SK10,Physics,3,2,1
30-06-2022,A5,S1,Q8,SK10,Physics,9,3,0
30-06-2022,A5,S2,Q8,SK10,Physics,6,3,0
30-06-2022,A5,S3,Q8,SK10,Physics,4,3,1
30-06-2022,A5,S4,Q8,SK10,Physics,2,3,0
30-06-2022,A5,S5,Q8,SK10,Physics,8,3,0
30-06-2022,A5,S6,Q8,SK10,Physics,3,3,0
30-06-2022,A5,S7,Q8,SK10,Physics,9,3,1
30-06-2022,A5,S8,Q8,SK10,Physics,4,3,1
30-06-2022,A5,S9,Q8,SK10,Physics,7,3,1
30-06-2022,A5,S10,Q8,SK10,Physics,2,3,1
30-06-2022,A5,S1,Q9,SK10,Physics,6,1,0
30-06-2022,A5,S2,Q9,SK10,Physics,3,1,1
30-06-2022,A5,S3,Q9,SK10,Physics,5,1,1
30-06-2022,A5,S4,Q9,SK10,Physics,10,1,0
30-06-2022,A5,S5,Q9,SK10,Physics,3,1,1
30-06-2022,A5,S6,Q9,SK10,Physics,3,1,1
30-06-2022,A5,S7,Q9,SK10,Physics,5,1,0
30-06-2022,A5,S8,Q9,SK10,Physics,4,1,1
30-06-2022,A5,S9,Q9,SK10,Physics,8,1,1
30-06-2022,A5,S10,Q9,SK10,Physics,4,1,1
30-06-2022,A5,S1,Q10,SK7,Physics,6,1,1
30-06-2022,A5,S2,Q10,SK7,Physics,3,1,1
30-06-2022,A5,S3,Q10,SK7,Physics,2,1,1
30-06-2022,A5,S4,Q10,SK7,Physics,1,1,1
30-06-2022,A5,S5,Q10,SK7,Physics,5,1,1
30-06-2022,A5,S6,Q10,SK7,Physics,9,1,1
30-06-2022,A5,S7,Q10,SK7,Physics,3,1,0
30-06-2022,A5,S8,Q10,SK7,Physics,7,1,1
30-06-2022,A5,S9,Q10,SK7,Physics,10,1,1
30-06-2022,A5,S10,Q10,SK7,Physics,1,1,0
31-07-2022,A6,S1,Q1,SK1,Physics,6,2,0
31-07-2022,A6,S2,Q1,SK1,Physics,9,2,0
31-07-2022,A6,S3,Q1,SK1,Physics,3,2,0
31-07-2022,A6,S4,Q1,SK1,Physics,6,2,0
31-07-2022,A6,S5,Q1,SK1,Physics,3,2,0
31-07-2022,A6,S6,Q1,SK1,Physics,7,2,0
31-07-2022,A6,S7,Q1,SK1,Physics,1,2,0
31-07-2022,A6,S8,Q1,SK1,Physics,5,2,1
31-07-2022,A6,S9,Q1,SK1,Physics,2,2,0
31-07-2022,A6,S10,Q1,SK1,Physics,9,2,0
31-07-2022,A6,S1,Q2,SK2,Physics,3,2,1
31-07-2022,A6,S2,Q2,SK2,Physics,8,2,0
31-07-2022,A6,S3,Q2,SK2,Physics,6,2,1
31-07-2022,A6,S4,Q2,SK2,Physics,4,2,0
31-07-2022,A6,S5,Q2,SK2,Physics,9,2,0
31-07-2022,A6,S6,Q2,SK2,Physics,7,2,1
31-07-2022,A6,S7,Q2,SK2,Physics,4,2,1
31-07-2022,A6,S8,Q2,SK2,Physics,7,2,1
31-07-2022,A6,S9,Q2,SK2,Physics,5,2,0
31-07-2022,A6,S10,Q2,SK2,Physics,6,2,1
31-07-2022,A6,S1,Q3,SK1,Physics,5,3,0
31-07-2022,A6,S2,Q3,SK1,Physics,4,3,1
31-07-2022,A6,S3,Q3,SK1,Physics,6,3,1
31-07-2022,A6,S4,Q3,SK1,Physics,10,3,1
31-07-2022,A6,S5,Q3,SK1,Physics,7,3,1
31-07-2022,A6,S6,Q3,SK1,Physics,10,3,0
31-07-2022,A6,S7,Q3,SK1,Physics,5,3,1
31-07-2022,A6,S8,Q3,SK1,Physics,5,3,1
31-07-2022,A6,S9,Q3,SK1,Physics,3,3,0
31-07-2022,A6,S10,Q3,SK1,Physics,10,3,0
31-07-2022,A6,S1,Q4,SK9,Physics,3,3,0
31-07-2022,A6,S2,Q4,SK9,Physics,8,3,1
31-07-2022,A6,S3,Q4,SK9,Physics,9,3,0
31-07-2022,A6,S4,Q4,SK9,Physics,7,3,0
31-07-2022,A6,S5,Q4,SK9,Physics,8,3,1
31-07-2022,A6,S6,Q4,SK9,Physics,4,3,1
31-07-2022,A6,S7,Q4,SK9,Physics,9,3,0
31-07-2022,A6,S8,Q4,SK9,Physics,1,3,0
31-07-2022,A6,S9,Q4,SK9,Physics,1,3,0
31-07-2022,A6,S10,Q4,SK9,Physics,8,3,1
31-07-2022,A6,S1,Q5,SK8,Physics,9,3,1
31-07-2022,A6,S2,Q5,SK8,Physics,7,3,1
31-07-2022,A6,S3,Q5,SK8,Physics,9,3,0
31-07-2022,A6,S4,Q5,SK8,Physics,2,3,0
31-07-2022,A6,S5,Q5,SK8,Physics,4,3,1
31-07-2022,A6,S6,Q5,SK8,Physics,1,3,1
31-07-2022,A6,S7,Q5,SK8,Physics,9,3,1
31-07-2022,A6,S8,Q5,SK8,Physics,4,3,1
31-07-2022,A6,S9,Q5,SK8,Physics,6,3,0
31-07-2022,A6,S10,Q5,SK8,Physics,7,3,0
31-07-2022,A6,S1,Q6,SK4,Physics,2,1,1
31-07-2022,A6,S2,Q6,SK4,Physics,10,1,0
31-07-2022,A6,S3,Q6,SK4,Physics,10,1,0
31-07-2022,A6,S4,Q6,SK4,Physics,1,1,1
31-07-2022,A6,S5,Q6,SK4,Physics,4,1,1
31-07-2022,A6,S6,Q6,SK4,Physics,5,1,0
31-07-2022,A6,S7,Q6,SK4,Physics,8,1,1
31-07-2022,A6,S8,Q6,SK4,Physics,10,1,0
31-07-2022,A6,S9,Q6,SK4,Physics,3,1,0
31-07-2022,A6,S10,Q6,SK4,Physics,4,1,1
31-07-2022,A6,S1,Q7,SK10,Physics,8,1,0
31-07-2022,A6,S2,Q7,SK10,Physics,3,1,1
31-07-2022,A6,S3,Q7,SK10,Physics,8,1,0
31-07-2022,A6,S4,Q7,SK10,Physics,4,1,1
31-07-2022,A6,S5,Q7,SK10,Physics,1,1,0
31-07-2022,A6,S6,Q7,SK10,Physics,2,1,1
31-07-2022,A6,S7,Q7,SK10,Physics,2,1,1
31-07-2022,A6,S8,Q7,SK10,Physics,8,1,1
31-07-2022,A6,S9,Q7,SK10,Physics,8,1,0
31-07-2022,A6,S10,Q7,SK10,Physics,3,1,1
31-07-2022,A6,S1,Q8,SK5,Physics,2,1,1
31-07-2022,A6,S2,Q8,SK5,Physics,6,1,0
31-07-2022,A6,S3,Q8,SK5,Physics,5,1,1
31-07-2022,A6,S4,Q8,SK5,Physics,6,1,0
31-07-2022,A6,S5,Q8,SK5,Physics,7,1,1
31-07-2022,A6,S6,Q8,SK5,Physics,7,1,0
31-07-2022,A6,S7,Q8,SK5,Physics,5,1,1
31-07-2022,A6,S8,Q8,SK5,Physics,2,1,1
31-07-2022,A6,S9,Q8,SK5,Physics,4,1,1
31-07-2022,A6,S10,Q8,SK5,Physics,2,1,1
31-07-2022,A6,S1,Q9,SK7,Physics,6,1,0
31-07-2022,A6,S2,Q9,SK7,Physics,10,1,0
31-07-2022,A6,S3,Q9,SK7,Physics,8,1,1
31-07-2022,A6,S4,Q9,SK7,Physics,10,1,0
31-07-2022,A6,S5,Q9,SK7,Physics,1,1,0
31-07-2022,A6,S6,Q9,SK7,Physics,5,1,1
31-07-2022,A6,S7,Q9,SK7,Physics,2,1,1
31-07-2022,A6,S8,Q9,SK7,Physics,6,1,1
31-07-2022,A6,S9,Q9,SK7,Physics,10,1,1
31-07-2022,A6,S10,Q9,SK7,Physics,4,1,1
31-07-2022,A6,S1,Q10,SK2,Physics,10,2,1
31-07-2022,A6,S2,Q10,SK2,Physics,10,2,0
31-07-2022,A6,S3,Q10,SK2,Physics,6,2,1
31-07-2022,A6,S4,Q10,SK2,Physics,6,2,0
31-07-2022,A6,S5,Q10,SK2,Physics,4,2,1
31-07-2022,A6,S6,Q10,SK2,Physics,9,2,0
31-07-2022,A6,S7,Q10,SK2,Physics,3,2,1
31-07-2022,A6,S8,Q10,SK2,Physics,9,2,1
31-07-2022,A6,S9,Q10,SK2,Physics,4,2,0
31-07-2022,A6,S10,Q10,SK2,Physics,3,2,0
31-08-2022,A7,S1,Q1,SK1,Physics,4,3,0
31-08-2022,A7,S2,Q1,SK1,Physics,8,3,1
31-08-2022,A7,S3,Q1,SK1,Physics,10,3,0
31-08-2022,A7,S4,Q1,SK1,Physics,1,3,0
31-08-2022,A7,S5,Q1,SK1,Physics,5,3,0
31-08-2022,A7,S6,Q1,SK1,Physics,2,3,0
31-08-2022,A7,S7,Q1,SK1,Physics,1,3,0
31-08-2022,A7,S8,Q1,SK1,Physics,10,3,1
31-08-2022,A7,S9,Q1,SK1,Physics,1,3,1
31-08-2022,A7,S10,Q1,SK1,Physics,9,3,0
31-08-2022,A7,S1,Q2,SK6,Physics,2,3,1
31-08-2022,A7,S2,Q2,SK6,Physics,9,3,1
31-08-2022,A7,S3,Q2,SK6,Physics,2,3,0
31-08-2022,A7,S4,Q2,SK6,Physics,5,3,1
31-08-2022,A7,S5,Q2,SK6,Physics,1,3,1
31-08-2022,A7,S6,Q2,SK6,Physics,3,3,0
31-08-2022,A7,S7,Q2,SK6,Physics,8,3,1
31-08-2022,A7,S8,Q2,SK6,Physics,8,3,0
31-08-2022,A7,S9,Q2,SK6,Physics,8,3,1
31-08-2022,A7,S10,Q2,SK6,Physics,2,3,1
31-08-2022,A7,S1,Q3,SK7,Physics,6,3,0
31-08-2022,A7,S2,Q3,SK7,Physics,8,3,0
31-08-2022,A7,S3,Q3,SK7,Physics,8,3,1
31-08-2022,A7,S4,Q3,SK7,Physics,3,3,0
31-08-2022,A7,S5,Q3,SK7,Physics,5,3,1
31-08-2022,A7,S6,Q3,SK7,Physics,6,3,1
31-08-2022,A7,S7,Q3,SK7,Physics,5,3,1
31-08-2022,A7,S8,Q3,SK7,Physics,2,3,1
31-08-2022,A7,S9,Q3,SK7,Physics,3,3,0
31-08-2022,A7,S10,Q3,SK7,Physics,5,3,0
31-08-2022,A7,S1,Q4,SK2,Physics,3,1,1
31-08-2022,A7,S2,Q4,SK2,Physics,1,1,0
31-08-2022,A7,S3,Q4,SK2,Physics,4,1,1
31-08-2022,A7,S4,Q4,SK2,Physics,2,1,0
31-08-2022,A7,S5,Q4,SK2,Physics,9,1,0
31-08-2022,A7,S6,Q4,SK2,Physics,8,1,0
31-08-2022,A7,S7,Q4,SK2,Physics,3,1,1
31-08-2022,A7,S8,Q4,SK2,Physics,7,1,0
31-08-2022,A7,S9,Q4,SK2,Physics,4,1,1
31-08-2022,A7,S10,Q4,SK2,Physics,8,1,0
31-08-2022,A7,S1,Q5,SK8,Physics,4,2,0
31-08-2022,A7,S2,Q5,SK8,Physics,6,2,0
31-08-2022,A7,S3,Q5,SK8,Physics,2,2,0
31-08-2022,A7,S4,Q5,SK8,Physics,6,2,1
31-08-2022,A7,S5,Q5,SK8,Physics,9,2,1
31-08-2022,A7,S6,Q5,SK8,Physics,9,2,1
31-08-2022,A7,S7,Q5,SK8,Physics,10,2,1
31-08-2022,A7,S8,Q5,SK8,Physics,4,2,0
31-08-2022,A7,S9,Q5,SK8,Physics,8,2,1
31-08-2022,A7,S10,Q5,SK8,Physics,10,2,0
31-08-2022,A7,S1,Q6,SK6,Physics,3,1,1
31-08-2022,A7,S2,Q6,SK6,Physics,10,1,1
31-08-2022,A7,S3,Q6,SK6,Physics,8,1,0
31-08-2022,A7,S4,Q6,SK6,Physics,8,1,0
31-08-2022,A7,S5,Q6,SK6,Physics,8,1,1
31-08-2022,A7,S6,Q6,SK6,Physics,10,1,0
31-08-2022,A7,S7,Q6,SK6,Physics,5,1,0
31-08-2022,A7,S8,Q6,SK6,Physics,8,1,0
31-08-2022,A7,S9,Q6,SK6,Physics,2,1,1
31-08-2022,A7,S10,Q6,SK6,Physics,10,1,1
31-08-2022,A7,S1,Q7,SK5,Physics,7,3,0
31-08-2022,A7,S2,Q7,SK5,Physics,8,3,1
31-08-2022,A7,S3,Q7,SK5,Physics,3,3,0
31-08-2022,A7,S4,Q7,SK5,Physics,1,3,1
31-08-2022,A7,S5,Q7,SK5,Physics,5,3,1
31-08-2022,A7,S6,Q7,SK5,Physics,10,3,1
31-08-2022,A7,S7,Q7,SK5,Physics,3,3,0
